IDENTIFICACION,IDENTIFICACION TAXONOMICA,NOMBRE CIENTIFICO,CLASIFICACION SUPERIOR,REINO,FILO,CLASE,ORDEN,FAMILIA,GENERO,EPITETO ESPECIFICO,RANGO DE TAXON,NOMBRE VERNACULO,CODIGO NOMENCLATURA,ESTADO TAXONOMICO,TAXON OBSERVACIONES,LENGUAJE,ESTADO DE AMENAZA,MCA1,MCA2,MCA3,Cluster
gbif.org/species/166203551,gbif.org/species/166203551,Pentacalia perijaensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Asterales | Asteraceae | Pentacalia,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pentacalia,perijaensis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Pentacalia perijaensis | Nuevo taxón incluido,es,EN,0.10113334242266261,-0.758433595305871,-0.14515009322784456,0
gbif.org/species/3111293,gbif.org/species/3111293,Pentacalia ricoensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Asterales | Asteraceae | Pentacalia,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pentacalia,ricoensis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Pentacalia ricoensis | Nuevo taxón incluido,es,EN,0.10113334242266261,-0.758433595305871,-0.14515009322784456,0
gbif.org/species/3111361,gbif.org/species/3111361,Pentacalia robertii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Asterales | Asteraceae | Pentacalia,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pentacalia,robertii,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Pentacalia robertii | Nuevo taxón incluido,es,VU,0.07844681044061733,-0.7321176754796698,-0.10054696633429107,0
gbif.org/species/166203634,gbif.org/species/166203634,Pentacalia summapacis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Asterales | Asteraceae | Pentacalia,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pentacalia,summapacis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Pentacalia summapacis | Nuevo taxón incluido,es,EN,0.10113334242266261,-0.758433595305871,-0.14515009322784456,0
gbif.org/species/166203699,gbif.org/species/166203699,Pentacalia taironae,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Asterales | Asteraceae | Pentacalia,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pentacalia,taironae,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Pentacalia taironae | Nuevo taxón incluido,es,EN,0.10113334242266261,-0.758433595305871,-0.14515009322784456,0
gbif.org/species/166203639,gbif.org/species/166203639,Pentacalia vallecaucana,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Asterales | Asteraceae | Pentacalia,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pentacalia,vallecaucana,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Pentacalia vallecaucana | Nuevo taxón incluido,es,VU,0.07844681044061733,-0.7321176754796698,-0.10054696633429107,0
gbif.org/species/166203760,gbif.org/species/166203760,Pentacalia viridi-alba,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Asterales | Asteraceae | Pentacalia,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pentacalia,viridi-alba,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Pentacalia viridi-alba | Nuevo taxón incluido,es,VU,0.07844681044061733,-0.7321176754796698,-0.10054696633429107,0
gbif.org/species/3111266,gbif.org/species/3111266,Pentacalia yanetharum,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Asterales | Asteraceae | Pentacalia,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pentacalia,yanetharum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Pentacalia yanetharum | Nuevo taxón incluido,es,EN,0.10113334242266261,-0.758433595305871,-0.14515009322784456,0
gbif.org/species/3132158,gbif.org/species/3132158,Perymenium colombianum,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Asterales | Asteraceae | Perymenium,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Perymenium,colombianum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Perymenium colombianum | Nuevo taxón incluido,es,EN,0.10087778640992542,-0.7596733445620201,-0.14802196138191745,0
gbif.org/species/5406647,gbif.org/species/5406647,Piptocarpha boyacensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Asterales | Asteraceae | Piptocarpha,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Piptocarpha,boyacensis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Piptocarpha boyacensis | Nuevo taxón incluido,es,EN,0.10087776292239692,-0.7596733356696075,-0.1480220069056544,0
gbif.org/species/166202925,gbif.org/species/166202925,Ruilopezia cardonae,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Asterales | Asteraceae | Ruilopezia,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ruilopezia,cardonae,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Ruilopezia cardonae | Nuevo taxón incluido,es,VU,0.07373315756665971,-0.7280597530207518,-0.09230909624349608,0
gbif.org/species/3120447,gbif.org/species/3120447,Steiractinia rusbyana,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Asterales | Asteraceae | Steiractinia,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Steiractinia,rusbyana,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Steiractinia rusbyana | Nuevo taxón incluido,es,EN,0.10087780022615836,-0.7596732947312621,-0.14802190804980858,0
gbif.org/species/166202198,gbif.org/species/166202198,Tamania chardonii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Asterales | Asteraceae | Tamania,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tamania,chardonii,Especie,Tabaquero,ICN,Aceptado,Nombre original validado: Tamania chardonii | Mantiene categoría Resolución 1912 de 2017,es,EN,0.10087779624352491,-0.7596732139039848,-0.14802187243720005,0
gbif.org/species/166218818,gbif.org/species/166218818,Cordia fuertesii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Boraginales | Cordiaceae | Cordia,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Cordiaceae,Cordia,fuertesii,Especie,Mulato,ICN,Aceptado,Nombre original validado: Cordia fuertesii | Nuevo taxón incluido,es,EN,0.10840545587314449,-0.7662672461308304,-0.16788569170653803,0
gbif.org/species/7785391,gbif.org/species/7785391,Cordia killipiana,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Boraginales | Cordiaceae | Cordia,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Cordiaceae,Cordia,killipiana,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cordia killipiana | Nuevo taxón incluido,es,EN,0.10840545587314449,-0.7662672461308304,-0.16788569170653803,0
gbif.org/species/166218787,gbif.org/species/166218787,Cordia ramirezii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Boraginales | Cordiaceae | Cordia,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Cordiaceae,Cordia,ramirezii,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cordia ramirezii | Nuevo taxón incluido,es,CR,0.19719470819365859,-0.7463558172885634,-0.11729432308890528,0
gbif.org/species/4061677,gbif.org/species/4061677,Varronia acuta,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Boraginales | Cordiaceae | Varronia,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Cordiaceae,Varronia,acuta,Especie,Guásimo,ICN,Aceptado,Nombre original validado: Varronia acuta | Nuevo taxón incluido,es,EN,0.10258440271102419,-0.7675812959980446,-0.17209221947609527,0
gbif.org/species/4066017,gbif.org/species/4066017,Tournefortia brantii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Boraginales | Heliotropiaceae | Tournefortia,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Heliotropiaceae,Tournefortia,brantii,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Tournefortia brantii | Nuevo taxón incluido,es,EN,0.09617552813149871,-0.7690178939576676,-0.1764247432442207,0
gbif.org/species/4065259,gbif.org/species/4065259,Tournefortia killipii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Boraginales | Heliotropiaceae | Tournefortia,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Heliotropiaceae,Tournefortia,killipii,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Tournefortia killipii | Nuevo taxón incluido,es,EN,0.09617552813149871,-0.7690178939576676,-0.1764247432442207,0
gbif.org/species/3855693,gbif.org/species/3855693,Viburnum antioquiense,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Dipsacales | Viburnaceae | Viburnum,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,antioquiense,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Viburnum antioquiense | Nuevo taxón incluido,es,EN,0.0828969177171625,-0.7683412505811493,-0.180245307713387,0
gbif.org/species/8216265,gbif.org/species/8216265,Viburnum axillare,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Dipsacales | Viburnaceae | Viburnum,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,axillare,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Viburnum axillare | Nuevo taxón incluido,es,EN,0.0828969177171625,-0.7683412505811493,-0.180245307713387,0
gbif.org/species/3856385,gbif.org/species/3856385,Viburnum lehmannii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Dipsacales | Viburnaceae | Viburnum,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,lehmannii,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Viburnum lehmannii | Nuevo taxón incluido,es,VU,0.060210385735117194,-0.742025330754948,-0.1356421808198335,0
gbif.org/species/3855547,gbif.org/species/3855547,Viburnum subsessile,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Dipsacales | Viburnaceae | Viburnum,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,subsessile,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Viburnum subsessile | Nuevo taxón incluido,es,EN,0.0828969177171625,-0.7683412505811493,-0.180245307713387,0
gbif.org/species/3855490,gbif.org/species/3855490,Viburnum suratense,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Dipsacales | Viburnaceae | Viburnum,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,suratense,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Viburnum suratense | Nuevo taxón incluido,es,EN,0.0828969177171625,-0.7683412505811493,-0.180245307713387,0
gbif.org/species/3644530,gbif.org/species/3644530,Saurauia chocoensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Actinidiaceae | Saurauia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,Saurauia,chocoensis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Saurauia chocoensis | Nuevo taxón incluido,es,VU,0.07342303456397334,-0.7267485675271763,-0.08579053724868979,0
gbif.org/species/3644349,gbif.org/species/3644349,Saurauia micayensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Actinidiaceae | Saurauia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,Saurauia,micayensis,Especie,Moquillo,ICN,Aceptado,Nombre original validado: Saurauia micayensis | Nuevo taxón incluido,es,VU,0.07342303456397334,-0.7267485675271763,-0.08579053724868979,0
gbif.org/species/3644691,gbif.org/species/3644691,Saurauia oroquensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Actinidiaceae | Saurauia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,Saurauia,oroquensis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Saurauia oroquensis | Nuevo taxón incluido,es,CR,0.18489881886653275,-0.7331530585111105,-0.07980229552461054,0
gbif.org/species/7743097,gbif.org/species/7743097,Saurauia pulchra,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Actinidiaceae | Saurauia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,Saurauia,pulchra,Especie,Dulumoco,ICN,Aceptado,Nombre original validado: Saurauia pulchra | Nuevo taxón incluido,es,VU,0.07342303456397334,-0.7267485675271763,-0.08579053724868979,0
gbif.org/species/4173191,gbif.org/species/4173191,Bejaria nana,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Bejaria,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Bejaria,nana,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Bejaria nana | Nuevo taxón incluido,es,EN,0.09718185585817396,-0.7614993480385335,-0.14998687713468384,0
gbif.org/species/5683248,gbif.org/species/5683248,Cavendishia dendrophila,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Cavendishia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Cavendishia,dendrophila,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cavendishia dendrophila | Nuevo taxón incluido,es,CR,0.1953132416294923,-0.7385784349521742,-0.09059710482761746,0
gbif.org/species/5683099,gbif.org/species/5683099,Cavendishia jardinensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Cavendishia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Cavendishia,jardinensis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cavendishia jardinensis | Nuevo taxón incluido,es,CR,0.1953132416294923,-0.7385784349521742,-0.09059710482761746,0
gbif.org/species/5683029,gbif.org/species/5683029,Cavendishia longirachis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Cavendishia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Cavendishia,longirachis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cavendishia longirachis | Nuevo taxón incluido,es,EN,0.10652398930897819,-0.7584898637944413,-0.1411884734452502,0
gbif.org/species/5683021,gbif.org/species/5683021,Cavendishia macrocephala,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Cavendishia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Cavendishia,macrocephala,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cavendishia macrocephala | Nuevo taxón incluido,es,VU,0.08383745732693287,-0.7321739439682401,-0.0965853465516967,0
gbif.org/species/5682916,gbif.org/species/5682916,Cavendishia nuda,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Cavendishia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Cavendishia,nuda,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cavendishia nuda | Nuevo taxón incluido,es,CR,0.1953132416294923,-0.7385784349521742,-0.09059710482761746,0
gbif.org/species/5682684,gbif.org/species/5682684,Cavendishia sessiliflora,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Cavendishia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Cavendishia,sessiliflora,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cavendishia sessiliflora | Nuevo taxón incluido,es,EN,0.10652398930897819,-0.7584898637944413,-0.1411884734452502,0
gbif.org/species/5682660,gbif.org/species/5682660,Cavendishia sophoclesioides,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Cavendishia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Cavendishia,sophoclesioides,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Cavendishia sophoclesioides | Nuevo taxón incluido,es,CR,0.1953132416294923,-0.7385784349521742,-0.09059710482761746,0
gbif.org/species/4170964,gbif.org/species/4170964,Macleania crassa,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Macleania,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Macleania,crassa,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Macleania crassa,es,VU,0.07003724790480984,-0.7298858644184522,-0.09427390605006294,0
gbif.org/species/4170471,gbif.org/species/4170471,Macleania pubiflora,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Macleania,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Macleania,pubiflora,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Macleania pubiflora,es,VU,0.07003724790480984,-0.7298858644184522,-0.09427390605006294,0
gbif.org/species/5682853,gbif.org/species/5682853,Orthaea caudata,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Orthaea,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Orthaea,caudata,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Orthaea caudata | Nuevo taxón incluido,es,CR,0.19470276656809543,-0.739616753690185,-0.09308542365611275,0
gbif.org/species/5682848,gbif.org/species/5682848,Orthaea cavendishioides,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Orthaea,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Orthaea,cavendishioides,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Orthaea cavendishioides,es,EN,0.10591351424758133,-0.759528182532452,-0.1436767922737455,0
gbif.org/species/166192104,gbif.org/species/166192104,Pernettya hirta,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Pernettya,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Pernettya,hirta,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Pernettya hirta | Nuevo taxón incluido,es,EN,0.09718189040366082,-0.7614992059861588,-0.14998669603647682,0
gbif.org/species/5684744,gbif.org/species/5684744,Plutarchia coronaria,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Plutarchia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Plutarchia,coronaria,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Plutarchia coronaria,es,VU,0.07300931490776427,-0.733417553958609,-0.10168028172746582,0
gbif.org/species/5684740,gbif.org/species/5684740,Plutarchia dasyphylla,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Plutarchia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Plutarchia,dasyphylla,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Plutarchia dasyphylla | Nuevo taxón incluido,es,EN,0.09569584688980956,-0.7597334737848102,-0.14628340862101932,0
gbif.org/species/5684736,gbif.org/species/5684736,Plutarchia dichogama,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Plutarchia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Plutarchia,dichogama,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Plutarchia dichogama | Nuevo taxón incluido,es,EN,0.09569584688980956,-0.7597334737848102,-0.14628340862101932,0
gbif.org/species/5684728,gbif.org/species/5684728,Plutarchia guascensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Plutarchia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Plutarchia,guascensis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Plutarchia guascensis | Nuevo taxón incluido,es,VU,0.07300931490776427,-0.733417553958609,-0.10168028172746582,0
gbif.org/species/5684723,gbif.org/species/5684723,Plutarchia minor,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Plutarchia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Plutarchia,minor,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Plutarchia minor | Nuevo taxón incluido,es,EN,0.09569584688980956,-0.7597334737848102,-0.14628340862101932,0
gbif.org/species/5684719,gbif.org/species/5684719,Plutarchia miranda,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Plutarchia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Plutarchia,miranda,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Plutarchia miranda,es,EN,0.09569584688980956,-0.7597334737848102,-0.14628340862101932,0
gbif.org/species/5684715,gbif.org/species/5684715,Plutarchia monantha,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Plutarchia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Plutarchia,monantha,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Plutarchia monantha,es,EN,0.09569584688980956,-0.7597334737848102,-0.14628340862101932,0
gbif.org/species/5684709,gbif.org/species/5684709,Plutarchia pubiflora,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Plutarchia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Plutarchia,pubiflora,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Plutarchia pubiflora | Nuevo taxón incluido,es,EN,0.09569584688980956,-0.7597334737848102,-0.14628340862101932,0
gbif.org/species/5684702,gbif.org/species/5684702,Plutarchia rigida,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Plutarchia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Plutarchia,rigida,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Plutarchia rigida,es,VU,0.07300931490776427,-0.733417553958609,-0.10168028172746582,0
gbif.org/species/4171656,gbif.org/species/4171656,Semiramisia pulcherrima,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Semiramisia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Semiramisia,pulcherrima,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Semiramisia pulcherrima | Nuevo taxón incluido,es,EN,0.09718186963069883,-0.7614993564801095,-0.1499866044921243,0
gbif.org/species/4168737,gbif.org/species/4168737,Themistoclesia mucronata,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Themistoclesia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Themistoclesia,mucronata,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Themistoclesia mucronata,es,VU,0.07003721591805777,-0.7298858298767121,-0.09427389203338321,0
gbif.org/species/4168606,gbif.org/species/4168606,Themistoclesia recurva,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Themistoclesia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Themistoclesia,recurva,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Themistoclesia recurva | Nuevo taxón incluido,es,VU,0.07003721591805777,-0.7298858298767121,-0.09427389203338321,0
gbif.org/species/4168575,gbif.org/species/4168575,Themistoclesia rostrata,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Themistoclesia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Themistoclesia,rostrata,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Themistoclesia rostrata,es,VU,0.07003721591805777,-0.7298858298767121,-0.09427389203338321,0
gbif.org/species/4167625,gbif.org/species/4167625,Thibaudia fallax,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Ericaceae | Thibaudia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Thibaudia,fallax,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Thibaudia fallax | Nuevo taxón incluido,es,CR,0.20343439652999873,-0.737645706145703,-0.08677575113899798,0
gbif.org/species/3083180,gbif.org/species/3083180,Bertholletia excelsa,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Bertholletia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Bertholletia,excelsa,Especie,Nuez del Brasil,ICN,Aceptado,Nombre original validado: Bertholletia excelsa,es,VU,0.06287829805566222,-0.7281012403976177,-0.09150892845340441,0
gbif.org/species/3083028,gbif.org/species/3083028,Cariniana pyriformis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Cariniana,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Cariniana,pyriformis,Especie,Abarco | Chibugá,ICN,Aceptado,Nombre original validado: Cariniana pyriformis,es,CR,0.19627545582785716,-0.7358611422202678,-0.08401123011414152,0
gbif.org/species/3082554,gbif.org/species/3082554,Couroupita nicaraguarensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Couroupita,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Couroupita,nicaraguarensis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Couroupita nicaraguarensis,es,VU,0.06287832599719867,-0.7281012490860532,-0.09150869134542457,0
gbif.org/species/3083288,gbif.org/species/3083288,Eschweilera bogotensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Eschweilera,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Eschweilera,bogotensis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Eschweilera bogotensis,es,VU,0.0636213072877812,-0.7289841667946183,-0.0933606604887503,0
gbif.org/species/3083273,gbif.org/species/3083273,Eschweilera cabrerana,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Eschweilera,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Eschweilera,cabrerana,Especie,Dopirai | Cabo de hacha | Fono,ICN,Aceptado,Nombre original validado: Eschweilera cabrerana,es,EN,0.08630783926982649,-0.7553000866208195,-0.1379637873823038,0
gbif.org/species/3083368,gbif.org/species/3083368,Eschweilera integricalyx,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Eschweilera,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Eschweilera,integricalyx,Especie,Corcuncho,ICN,Aceptado,Nombre original validado: Eschweilera integricalyx,es,VU,0.0636213072877812,-0.7289841667946183,-0.0933606604887503,0
gbif.org/species/3083297,gbif.org/species/3083297,Eschweilera neei,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Asteranae | Ericales | Lecythidaceae | Eschweilera,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Eschweilera,neei,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Eschweilera neei,es,VU,0.0636213072877812,-0.7289841667946183,-0.0933606604887503,0
