IDENTIFICACION,IDENTIFICACION TAXONOMICA,NOMBRE CIENTIFICO,CLASIFICACION SUPERIOR,REINO,FILO,CLASE,ORDEN,FAMILIA,GENERO,EPITETO ESPECIFICO,RANGO DE TAXON,NOMBRE VERNACULO,CODIGO NOMENCLATURA,ESTADO TAXONOMICO,TAXON OBSERVACIONES,LENGUAJE,ESTADO DE AMENAZA,MCA1,MCA2,MCA3,Cluster
gbif.org/species/2694811,gbif.org/species/2694811,Tillandsia excavata,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Lilianae | Poales | Bromeliaceae | Tillandsia,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae,Tillandsia,excavata,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Tillandsia excavata,es,CR,0.20886909643050244,-0.7368968004020576,-0.08675569658842461,0
gbif.org/species/2695546,gbif.org/species/2695546,Tillandsia fassettii,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Lilianae | Poales | Bromeliaceae | Tillandsia,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae,Tillandsia,fassettii,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Tillandsia fassettii,es,EN,0.12007984410998836,-0.7568082292443247,-0.13734706520605736,0
gbif.org/species/2695053,gbif.org/species/2695053,Tillandsia fusiformis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Lilianae | Poales | Bromeliaceae | Tillandsia,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae,Tillandsia,fusiformis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Tillandsia fusiformis,es,CR,0.20886909643050244,-0.7368968004020576,-0.08675569658842461,0
gbif.org/species/2695467,gbif.org/species/2695467,Tillandsia pallescens,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Lilianae | Poales | Bromeliaceae | Tillandsia,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae,Tillandsia,pallescens,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Tillandsia pallescens,es,VU,0.09739331212794305,-0.7304923094181235,-0.09274393831250385,0
gbif.org/species/2694643,gbif.org/species/2694643,Tillandsia racinae,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Lilianae | Poales | Bromeliaceae | Tillandsia,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae,Tillandsia,racinae,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Tillandsia racinae,es,EN,0.12007984410998836,-0.7568082292443247,-0.13734706520605736,0
gbif.org/species/2695922,gbif.org/species/2695922,Tillandsia rariflora,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Lilianae | Poales | Bromeliaceae | Tillandsia,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae,Tillandsia,rariflora,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Tillandsia rariflora,es,CR,0.20886909643050244,-0.7368968004020576,-0.08675569658842461,0
gbif.org/species/2694628,gbif.org/species/2694628,Tillandsia reversa,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Lilianae | Poales | Bromeliaceae | Tillandsia,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae,Tillandsia,reversa,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Tillandsia reversa,es,EN,0.12007984410998836,-0.7568082292443247,-0.13734706520605736,0
gbif.org/species/2695523,gbif.org/species/2695523,Tillandsia romeroi,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Lilianae | Poales | Bromeliaceae | Tillandsia,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae,Tillandsia,romeroi,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Tillandsia romeroi,es,EN,0.12007984410998836,-0.7568082292443247,-0.13734706520605736,0
gbif.org/species/2695325,gbif.org/species/2695325,Tillandsia schimperiana,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Lilianae | Poales | Bromeliaceae | Tillandsia,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae,Tillandsia,schimperiana,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Tillandsia schimperiana,es,CR,0.20886909643050244,-0.7368968004020576,-0.08675569658842461,0
gbif.org/species/2695612,gbif.org/species/2695612,Tillandsia sigmoidea,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Lilianae | Poales | Bromeliaceae | Tillandsia,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae,Tillandsia,sigmoidea,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Tillandsia sigmoidea,es,EN,0.12007984410998836,-0.7568082292443247,-0.13734706520605736,0
gbif.org/species/2695629,gbif.org/species/2695629,Tillandsia suescana,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Lilianae | Poales | Bromeliaceae | Tillandsia,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae,Tillandsia,suescana,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Tillandsia suescana,es,EN,0.12007984410998836,-0.7568082292443247,-0.13734706520605736,0
gbif.org/species/5288946,gbif.org/species/5288946,Vriesea hodgei,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Lilianae | Poales | Bromeliaceae | Vriesea,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae,Vriesea,hodgei,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Vriesea hodgei,es,CR,0.2063886683926156,-0.734675550162533,-0.08222565583687508,0
gbif.org/species/166193563,gbif.org/species/166193563,Vriesea ospinae,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Lilianae | Poales | Bromeliaceae | Vriesea,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae,Vriesea,ospinae,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Vriesea ospinae,es,VU,0.0949128840900562,-0.7282710591785989,-0.08821389756095431,0
gbif.org/species/2700535,gbif.org/species/2700535,Werauhia verrucosa,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Lilianae | Poales | Bromeliaceae | Werauhia,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae,Werauhia,verrucosa,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Werauhia verrucosa,es,CR,0.2173493423847277,-0.7353532440721439,-0.0814707540796418,0
gbif.org/species/4180807,gbif.org/species/4180807,Aniba novo-granatensis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Magnolianae | Laurales | Lauraceae | Aniba,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Aniba,novo-granatensis,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Aniba novogranatensis | Nuevo taxón incluido,es,CR,0.2283580953198716,-0.7380925406069792,-0.08149406908517326,0
gbif.org/species/4180651,gbif.org/species/4180651,Aniba perutilis,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Magnolianae | Laurales | Lauraceae | Aniba,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Aniba,perutilis,Especie,Comino,ICN,Aceptado,Nombre original validado: Aniba perutilis,es,CR,0.2283580953198716,-0.7380925406069792,-0.08149406908517326,0
gbif.org/species/7304518,gbif.org/species/7304518,Aniba rosaeodora,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Magnolianae | Laurales | Lauraceae | Aniba,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Aniba,rosaeodora,Especie,Palo de Rosa,ICN,Aceptado,Nombre original validado: Aniba rosaeodora,es,CR,0.2283580953198716,-0.7380925406069792,-0.08149406908517326,0
gbif.org/species/4180165,gbif.org/species/4180165,Caryodaphnopsis cogolloi,Plantae | Tracheophyta | Magnoliopsida | Magnoliidae | Magnolianae | Laurales | Lauraceae | Caryodaphnopsis,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Caryodaphnopsis,cogolloi,Especie,Yumbé,ICN,Aceptado,Nombre original validado: Caryodaphnopsis cogolloi,es,EN,0.12210558178620831,-0.7619461582236131,-0.1447048808746611,0
